pokedex_number,name,german_name,japanese_name,generation,status,species,type_1,type_2,height_m,weight_kg,ability_1,ability_2,ability_hidden,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,normal,fire,water,electric,grass,ice,fight,poison,ground,flying,psychic,bug,rock,ghost,dragon,dark,steel,fairy
517,Munna,Somniam,ムンナ (Munna),5,Normal,Dream Eater Pokémon,Psychic,,0.6,23.3,Forewarn,Synchronize,Telepathy,76,25,45,67,55,24,190.0,70.0,58.0,Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
518,Musharna,Somnivora,ムシャーナ (Musharna),5,Normal,Drowsing Pokémon,Psychic,,1.1,60.5,Forewarn,Synchronize,Telepathy,116,55,85,107,95,29,75.0,70.0,170.0,Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
519,Pidove,Dusselgurr,マメパト (Mamepato),5,Normal,Tiny Pigeon Pokémon,Normal,Flying,0.3,2.1,Big Pecks,Super Luck,Rivalry,50,55,50,36,30,43,255.0,70.0,53.0,Medium Slow,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
520,Tranquill,Navitaub,ハトーボー (Hatoboh),5,Normal,Wild Pigeon Pokémon,Normal,Flying,0.6,15.0,Big Pecks,Super Luck,Rivalry,62,77,62,50,42,65,120.0,70.0,125.0,Medium Slow,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
521,Unfezant,Fasasnob,ケンホロウ (Kenhallow),5,Normal,Proud Pokémon,Normal,Flying,1.2,29.0,Big Pecks,Super Luck,Rivalry,80,115,80,65,55,93,45.0,70.0,220.0,Medium Slow,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
522,Blitzle,Elezeba,シママ (Shimama),5,Normal,Electrified Pokémon,Electric,,0.8,29.8,Lightning Rod,Motor Drive,Sap Sipper,45,60,32,50,32,76,190.0,70.0,59.0,Medium Fast,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
523,Zebstrika,Zebritz,ゼブライカ (Zebraika),5,Normal,Thunderbolt Pokémon,Electric,,1.6,79.5,Lightning Rod,Motor Drive,Sap Sipper,75,100,63,80,63,116,75.0,70.0,174.0,Medium Fast,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
524,Roggenrola,Kiesling,ダンゴロ (Dangoro),5,Normal,Mantle Pokémon,Rock,,0.4,18.0,Sturdy,Weak Armor,Sand Force,55,75,85,25,25,15,255.0,70.0,56.0,Medium Slow,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
525,Boldore,Sedimantur,ガントル (Gantle),5,Normal,Ore Pokémon,Rock,,0.9,102.0,Sturdy,Weak Armor,Sand Force,70,105,105,50,40,20,120.0,70.0,137.0,Medium Slow,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
526,Gigalith,Brockoloss,ギガイアス (Gigaiath),5,Normal,Compressed Pokémon,Rock,,1.7,260.0,Sturdy,Sand Stream,Sand Force,85,135,130,60,80,25,45.0,70.0,232.0,Medium Slow,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
527,Woobat,Fleknoil,コロモリ (Koromori),5,Normal,Bat Pokémon,Psychic,Flying,0.4,2.1,Unaware,Klutz,Simple,65,45,43,55,43,72,190.0,70.0,65.0,Medium Fast,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
528,Swoobat,Fletiamo,ココロモリ (Kokoromori),5,Normal,Courting Pokémon,Psychic,Flying,0.9,10.5,Unaware,Klutz,Simple,67,57,55,77,55,114,45.0,70.0,149.0,Medium Fast,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
529,Drilbur,Rotomurf,モグリュー (Mogurew),5,Normal,Mole Pokémon,Ground,,0.3,8.5,Sand Rush,Sand Force,Mold Breaker,60,85,40,30,45,68,120.0,70.0,66.0,Medium Fast,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
530,Excadrill,Stalobor,ドリュウズ (Doryuzu),5,Normal,Subterrene Pokémon,Ground,Steel,0.7,40.4,Sand Rush,Sand Force,Mold Breaker,110,135,60,50,65,88,60.0,70.0,178.0,Medium Fast,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5
531,Audino,Ohrdoch,タブンネ (Tabunne),5,Normal,Hearing Pokémon,Normal,,1.1,31.0,Healer,Regenerator,Klutz,103,60,86,60,86,50,255.0,70.0,390.0,Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
531,Mega Audino,Ohrdoch,タブンネ (Tabunne),5,Normal,Hearing Pokémon,Normal,Fairy,1.5,32.0,Healer,,,103,60,126,80,126,50,255.0,70.0,425.0,Fast,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0
532,Timburr,Praktibalk,ドッコラー (Dokkorer),5,Normal,Muscular Pokémon,Fighting,,0.6,12.5,Guts,Sheer Force,Iron Fist,75,80,55,25,35,35,180.0,70.0,61.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
533,Gurdurr,Strepoli,ドテッコツ (Dotekkotsu),5,Normal,Muscular Pokémon,Fighting,,1.2,40.0,Guts,Sheer Force,Iron Fist,85,105,85,40,50,40,90.0,70.0,142.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
534,Conkeldurr,Meistagrif,ローブシン (Roubushin),5,Normal,Muscular Pokémon,Fighting,,1.4,87.0,Guts,Sheer Force,Iron Fist,105,140,95,55,65,45,45.0,70.0,227.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
535,Tympole,Schallquap,オタマロ (Otamaro),5,Normal,Tadpole Pokémon,Water,,0.5,4.5,Swift Swim,Hydration,Water Absorb,50,50,40,50,40,64,255.0,70.0,59.0,Medium Slow,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
536,Palpitoad,Mebrana,ガマガル (Gamagaru),5,Normal,Vibration Pokémon,Water,Ground,0.8,17.0,Swift Swim,Hydration,Water Absorb,75,65,55,65,55,69,120.0,70.0,134.0,Medium Slow,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
537,Seismitoad,Branawarz,ガマゲロゲ (Gamageroge),5,Normal,Vibration Pokémon,Water,Ground,1.5,62.0,Swift Swim,Poison Touch,Water Absorb,105,95,75,85,75,74,45.0,70.0,229.0,Medium Slow,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
538,Throh,Jiutesto,ナゲキ (Nageki),5,Normal,Judo Pokémon,Fighting,,1.3,55.5,Guts,Inner Focus,Mold Breaker,120,100,85,30,85,45,45.0,70.0,163.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
539,Sawk,Karadonis,ダゲキ (Dageki),5,Normal,Karate Pokémon,Fighting,,1.4,51.0,Sturdy,Inner Focus,Mold Breaker,75,125,75,30,75,85,45.0,70.0,163.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
540,Sewaddle,Strawickl,クルミル (Kurumiru),5,Normal,Sewing Pokémon,Bug,Grass,0.3,2.5,Swarm,Chlorophyll,Overcoat,45,53,70,40,60,42,255.0,70.0,62.0,Medium Slow,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
541,Swadloon,Folikon,クルマユ (Kurumayu),5,Normal,Leaf-Wrapped Pokémon,Bug,Grass,0.5,7.3,Leaf Guard,Chlorophyll,Overcoat,55,63,90,50,80,42,120.0,70.0,133.0,Medium Slow,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
542,Leavanny,Matrifol,ハハコモリ (Hahakomori),5,Normal,Nurturing Pokémon,Bug,Grass,1.2,20.5,Swarm,Chlorophyll,Overcoat,75,103,80,70,80,92,45.0,70.0,225.0,Medium Slow,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
543,Venipede,Toxiped,フシデ (Fushide),5,Normal,Centipede Pokémon,Bug,Poison,0.4,5.3,Poison Point,Swarm,Speed Boost,30,45,59,30,39,57,255.0,70.0,52.0,Medium Slow,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
544,Whirlipede,Rollum,ホイーガ (Wheega),5,Normal,Curlipede Pokémon,Bug,Poison,1.2,58.5,Poison Point,Swarm,Speed Boost,40,55,99,40,79,47,120.0,70.0,126.0,Medium Slow,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
545,Scolipede,Cerapendra,ペンドラー (Pendror),5,Normal,Megapede Pokémon,Bug,Poison,2.5,200.5,Poison Point,Swarm,Speed Boost,60,100,89,55,69,112,45.0,70.0,218.0,Medium Slow,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
546,Cottonee,Waumboll,モンメン (Monmen),5,Normal,Cotton Puff Pokémon,Grass,Fairy,0.3,0.6,Prankster,Infiltrator,Chlorophyll,40,27,60,37,50,66,190.0,70.0,56.0,Medium Fast,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
547,Whimsicott,Elfun,エルフーン (Elfuun),5,Normal,Windveiled Pokémon,Grass,Fairy,0.7,6.6,Prankster,Infiltrator,Chlorophyll,60,67,85,77,75,116,75.0,70.0,168.0,Medium Fast,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
548,Petilil,Lilminip,チュリネ (Churine),5,Normal,Bulb Pokémon,Grass,,0.5,6.6,Chlorophyll,Own Tempo,Leaf Guard,45,35,50,70,50,30,190.0,70.0,56.0,Medium Fast,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
549,Lilligant,Dressella,ドレディア (Dredear),5,Normal,Flowering Pokémon,Grass,,1.1,16.3,Chlorophyll,Own Tempo,Leaf Guard,70,60,75,110,75,90,75.0,70.0,168.0,Medium Fast,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
550,Basculin Red-Striped Form,Barschuft,バスラオ (Bassrao),5,Normal,Hostile Pokémon,Water,,1.0,18.0,Reckless,Adaptability,Mold Breaker,70,92,65,80,55,98,25.0,70.0,161.0,Medium Fast,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
550,Basculin Blue-Striped Form,Barschuft,バスラオ (Bassrao),5,Normal,Hostile Pokémon,Water,,1.0,18.0,Rock Head,Adaptability,Mold Breaker,70,92,65,80,55,98,25.0,70.0,161.0,Medium Fast,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
551,Sandile,Ganovil,メグロコ (Meguroco),5,Normal,Desert Croc Pokémon,Ground,Dark,0.7,15.2,Intimidate,Moxie,Anger Point,50,72,35,35,35,65,180.0,70.0,58.0,Medium Slow,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0
552,Krokorok,Rokkaiman,ワルビル (Waruvile),5,Normal,Desert Croc Pokémon,Ground,Dark,1.0,33.4,Intimidate,Moxie,Anger Point,60,82,45,45,45,74,90.0,70.0,123.0,Medium Slow,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0
553,Krookodile,Rabigator,ワルビアル (Waruvial),5,Normal,Intimidation Pokémon,Ground,Dark,1.5,96.3,Intimidate,Moxie,Anger Point,95,117,80,65,70,92,45.0,70.0,234.0,Medium Slow,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0
554,Darumaka,Flampion,ダルマッカ (Darumakka),5,Normal,Zen Charm Pokémon,Fire,,0.6,37.5,Hustle,,Inner Focus,70,90,45,15,45,50,120.0,70.0,63.0,Medium Slow,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
554,Galarian Darumaka,Flampion,ダルマッカ (Darumakka),5,Normal,Zen Charm Pokémon,Ice,,0.7,40.0,Hustle,,Inner Focus,70,90,45,15,45,50,,,,Medium Slow,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
555,Darmanitan Standard Mode,Flampivian,ヒヒダルマ (Hihidaruma),5,Normal,Blazing Pokémon,Fire,,1.3,92.9,Sheer Force,,Zen Mode,105,140,55,30,55,95,60.0,70.0,168.0,Medium Slow,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
555,Darmanitan Zen Mode,Flampivian,ヒヒダルマ (Hihidaruma),5,Normal,Blazing Pokémon,Fire,Psychic,1.3,92.9,Sheer Force,,Zen Mode,105,30,105,140,105,55,60.0,70.0,189.0,Medium Slow,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5
555,Galarian Darmanitan Standard Mode,Flampivian,ヒヒダルマ (Hihidaruma),5,Normal,Zen Charm Pokémon,Ice,,1.7,120.0,Gorilla Tactics,,Zen Mode,105,140,55,30,55,95,,,,Medium Slow,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
555,Galarian Darmanitan Zen Mode,Flampivian,ヒヒダルマ (Hihidaruma),5,Normal,Zen Charm Pokémon,Ice,Fire,1.7,120.0,Gorilla Tactics,,Zen Mode,105,160,55,30,55,135,,,,,1.0,1.0,2.0,1.0,0.5,0.25,2.0,1.0,2.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,0.5
556,Maractus,Maracamba,マラカッチ (Maracacchi),5,Normal,Cactus Pokémon,Grass,,1.0,28.0,Water Absorb,Chlorophyll,Storm Drain,75,86,67,106,67,60,255.0,70.0,161.0,Medium Fast,1.0,2.0,0.0,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
557,Dwebble,Lithomith,イシズマイ (Ishizumai),5,Normal,Rock Inn Pokémon,Bug,Rock,0.3,14.5,Sturdy,Shell Armor,Weak Armor,50,65,85,35,35,55,190.0,70.0,65.0,Medium Fast,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
558,Crustle,Castellith,イワパレス (Iwapalace),5,Normal,Stone Home Pokémon,Bug,Rock,1.4,200.0,Sturdy,Shell Armor,Weak Armor,70,105,125,65,75,45,75.0,70.0,170.0,Medium Fast,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
559,Scraggy,Zurrokex,ズルッグ (Zuruggu),5,Normal,Shedding Pokémon,Dark,Fighting,0.6,11.8,Shed Skin,Moxie,Intimidate,50,75,70,35,70,48,180.0,35.0,70.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0
560,Scrafty,Irokex,ズルズキン (Zuruzukin),5,Normal,Hoodlum Pokémon,Dark,Fighting,1.1,30.0,Shed Skin,Moxie,Intimidate,65,90,115,45,115,58,90.0,70.0,171.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0
561,Sigilyph,Symvolara,シンボラー (Symboler),5,Normal,Avianoid Pokémon,Psychic,Flying,1.4,14.0,Wonder Skin,Magic Guard,Tinted Lens,72,58,80,103,80,97,45.0,70.0,172.0,Medium Fast,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
562,Yamask,Makabaja,デスマス (Desumasu),5,Normal,Spirit Pokémon,Ghost,,0.5,1.5,Mummy,,,38,30,85,55,65,30,190.0,70.0,61.0,Medium Fast,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
562,Galarian Yamask,Makabaja,デスマス (Desumasu),5,Normal,Spirit Pokémon,Ground,Ghost,0.5,1.5,Wandering Spirit,,,38,55,85,30,65,30,,,,Medium Fast,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0
563,Cofagrigus,Echnatoll,デスカーン (Desukarn),5,Normal,Coffin Pokémon,Ghost,,1.7,76.5,Mummy,,,58,50,145,95,105,30,90.0,70.0,169.0,Medium Fast,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
564,Tirtouga,Galapaflos,プロトーガ (Protoga),5,Normal,Prototurtle Pokémon,Water,Rock,0.7,16.5,Solid Rock,Sturdy,Swift Swim,54,78,103,53,45,22,45.0,70.0,71.0,Medium Fast,0.5,0.25,1.0,1.5,3.0,0.5,1.5,0.5,1.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
565,Carracosta,Karippas,アバゴーラ (Abagoura),5,Normal,Prototurtle Pokémon,Water,Rock,1.2,81.0,Solid Rock,Sturdy,Swift Swim,74,108,133,83,65,32,45.0,70.0,173.0,Medium Fast,0.5,0.25,1.0,1.5,3.0,0.5,1.5,0.5,1.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
566,Archen,Flapteryx,アーケン (Archen),5,Normal,First Bird Pokémon,Rock,Flying,0.5,9.5,Defeatist,,,55,112,45,74,45,70,45.0,70.0,71.0,Medium Fast,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
567,Archeops,Aeropteryx,アーケオス (Archeos),5,Normal,First Bird Pokémon,Rock,Flying,1.4,32.0,Defeatist,,,75,140,65,112,65,110,45.0,70.0,177.0,Medium Fast,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
568,Trubbish,Unratütox,ヤブクロン (Yabukuron),5,Normal,Trash Bag Pokémon,Poison,,0.6,31.0,Stench,Sticky Hold,Aftermath,50,50,62,40,62,65,190.0,70.0,66.0,Medium Fast,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
569,Garbodor,Deponitox,ダストダス (Dustdas),5,Normal,Trash Heap Pokémon,Poison,,1.9,107.3,Stench,Weak Armor,Aftermath,80,95,82,60,82,75,60.0,70.0,166.0,Medium Fast,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
570,Zorua,Zorua,ゾロア (Zorua),5,Normal,Tricky Fox Pokémon,Dark,,0.7,12.5,Illusion,,,40,65,40,80,40,65,75.0,70.0,66.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
571,Zoroark,Zoroark,ゾロアーク (Zoroark),5,Normal,Illusion Fox Pokémon,Dark,,1.6,81.1,Illusion,,,60,105,60,120,60,105,45.0,70.0,179.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
572,Minccino,Picochilla,チラーミィ (Chillarmy),5,Normal,Chinchilla Pokémon,Normal,,0.4,5.8,Cute Charm,Technician,Skill Link,55,50,40,40,40,75,255.0,70.0,60.0,Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
573,Cinccino,Chillabell,チラチーノ (Chillaccino),5,Normal,Scarf Pokémon,Normal,,0.5,7.5,Cute Charm,Technician,Skill Link,75,95,60,65,60,115,60.0,70.0,165.0,Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
574,Gothita,Mollimorba,ゴチム (Gothimu),5,Normal,Fixation Pokémon,Psychic,,0.4,5.8,Frisk,Competitive,Shadow Tag,45,30,50,55,65,45,200.0,70.0,58.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
575,Gothorita,Hypnomorba,ゴチミル (Gothimiru),5,Normal,Manipulate Pokémon,Psychic,,0.7,18.0,Frisk,Competitive,Shadow Tag,60,45,70,75,85,55,100.0,70.0,137.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
576,Gothitelle,Morbitesse,ゴチルゼル (Gothiruselle),5,Normal,Astral Body Pokémon,Psychic,,1.5,44.0,Frisk,Competitive,Shadow Tag,70,55,95,95,110,65,50.0,70.0,221.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
577,Solosis,Monozyto,ユニラン (Uniran),5,Normal,Cell Pokémon,Psychic,,0.3,1.0,Overcoat,Magic Guard,Regenerator,45,30,40,105,50,20,200.0,70.0,58.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
578,Duosion,Mitodos,ダブラン (Doublan),5,Normal,Mitosis Pokémon,Psychic,,0.6,8.0,Overcoat,Magic Guard,Regenerator,65,40,50,125,60,30,100.0,70.0,130.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
579,Reuniclus,Zytomega,ランクルス (Lanculus),5,Normal,Multiplying Pokémon,Psychic,,1.0,20.1,Overcoat,Magic Guard,Regenerator,110,65,75,125,85,30,50.0,70.0,221.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
580,Ducklett,Piccolente,コアルヒー (Koaruhie),5,Normal,Water Bird Pokémon,Water,Flying,0.5,5.5,Keen Eye,Big Pecks,Hydration,62,44,50,44,50,55,190.0,70.0,61.0,Medium Fast,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
581,Swanna,Swaroness,スワンナ (Swanna),5,Normal,White Bird Pokémon,Water,Flying,1.3,24.2,Keen Eye,Big Pecks,Hydration,75,87,63,87,63,98,45.0,70.0,166.0,Medium Fast,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
582,Vanillite,Gelatini,バニプッチ (Vanipeti),5,Normal,Fresh Snow Pokémon,Ice,,0.4,5.7,Ice Body,Snow Cloak,Weak Armor,36,50,50,65,60,44,255.0,70.0,61.0,Slow,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
583,Vanillish,Gelatroppo,バニリッチ (Vanirich),5,Normal,Icy Snow Pokémon,Ice,,1.1,41.0,Ice Body,Snow Cloak,Weak Armor,51,65,65,80,75,59,120.0,70.0,138.0,Slow,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
584,Vanilluxe,Gelatwino,バイバニラ (Baivanilla),5,Normal,Snowstorm Pokémon,Ice,,1.3,57.5,Ice Body,Snow Warning,Weak Armor,71,95,85,110,95,79,45.0,70.0,241.0,Slow,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
585,Deerling,Sesokitz,シキジカ (Shikijika),5,Normal,Season Pokémon,Normal,Grass,0.6,19.5,Chlorophyll,Sap Sipper,Serene Grace,60,60,50,40,50,75,190.0,70.0,67.0,Medium Fast,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0
586,Sawsbuck,Kronjuwild,メブキジカ (Mebukijika),5,Normal,Season Pokémon,Normal,Grass,1.9,92.5,Chlorophyll,Sap Sipper,Serene Grace,80,100,70,60,70,95,75.0,70.0,166.0,Medium Fast,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0
